source_url,title,category,document_type,content_type,file_path,parent_url,parent_title,anchor_text,text,text_length,linked_documents_count,ocr_required,processing_status,keep,reason,quality_flag,hash
https://mpr.gov.ba/en/medjunarodne-konvencije-i-ugovori,Međunarodne konvencije i ugovori,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/en,Ministry of Justice of Bosnia and Herzegovina,International conventions and treaties,Hrvatski Bosanski Српски English EN Ministry of Justice of Bosnia and Herzegovina Ministry of Justice of Bosnia and Herzegovina Hrvatski Bosanski Српски English EN Ministry Areas of work Laws/Contracts Projects/Strategies Publications/Manuals Tenders/Public announcements Info/Access to information Home | Laws/Contracts | International treaties and conventions Međunarodne konvencije i ugovori Odaberite,404,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,c727a5b59fa236c509b3e25b546f0c56
https://www.mpr.gov.ba/sr/meni/menu_cmk0hx0bt002ak03um9i9mt6e,Инфо/Приступ информацијама,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/bs/meni/menu_cmk0hx0bt002ak03um9i9mt6e,Info/Pristup informacijama,Српски,Инфо/Приступ информацијама - Вијести - Закон о слободи приступа информацијама у Босни и Херцеговини - Водич за приступ информацијама - Правилник о садржају и начину вођења регистра захтјева за приступ информацијама - Трошкови умножавања по ЗОСПИ-у - Извјештаји о поступању по ЗОСПИ на разини институција БиХ - Притужбе и пријаве коруптивног понашања у Министарству правде Босне и Херцеговине - ЕУ4Јустице - Питања у вези примјене закона и ставови - Огласна плоча - Транспарентност,480,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,f3c2a7551f27a4e3259a615c57b8ce60
https://mpr.gov.ba/en/sitemap,Sitemap,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/en,Ministry of Justice of Bosnia and Herzegovina,Sitemap,"Hrvatski Bosanski Српски English EN Ministry of Justice of Bosnia and Herzegovina Ministry of Justice of Bosnia and Herzegovina Hrvatski Bosanski Српски English EN Ministry Areas of work Laws/Contracts Projects/Strategies Publications/Manuals Tenders/Public announcements Info/Access to information Sitemap Home Ministry Jurisdictions Organization and contacts Minister of Justice of BiH Deputy Minister of Justice of BiH Secretary of the Ministry of Justice of BiH Internal Audit Office Sector for Human Resources, General and Financial-Material Affairs Sector for Judicial Bodies Sector for execution of criminal sanctions and operation of penal institutions Sector for international and inter-entity legal assistance and cooperation Administration Sector Administrative Inspectorate Sector for strategic planning, aid coordination and European integration Detention Unit of the Institution for the Execution of Criminal Sanctions State-level Department of Correctional Police Sector for Legal Aid and Civil Society Development Sector for Criminal Assistance and Education in Criminal Matters before the Court of BiH Office for the Pledge Registry and Computerization Judicial Police Department Office for providing free legal aid Appeal panel at the Council of Ministers of Bosnia and Herzegovina Internal Work program of the Ministry of Justice of Bosnia and Herzegovina Report on the work of the Ministry of Justice of Bosnia and Herzegovina Annual report on budget execution Areas of work Judiciary Sector for Judicial Authorities at the State Level Adopted laws and other regulations Manual for drafting legal regulations Judiciary Directory Execution of punitive countermeasures Sector for execution of criminal sanctions and operation of penal institutions State prison construction project Aim and purpose of the project Main characteristics of the project Previous activities Law on the Establishment of the Institute for the Execution of Criminal Countermeasures of BiH Project Implementation Unit Law on the Establishment of the Institute for the Execution of Criminal Countermeasures BiH Law on Pardon Regulations Support for prison management reform in BiH International legal assistance and cooperation Sector for international and inter-entity legal assistance and cooperation International conventions Bilateral agreements International child abductions Action in the event of child abduction Claim Decision-making Contact Child visitation request form Child return request form Alimony Procedure for exercising rights Claim Countries where the convention applies Contact International Legal Assistance - Book I, 2006 International Legal Assistance - Book II, 2007 Administration Registrations Register of foreign and international associations Register of foreign and international foundations Register of foreign and international non-governmental organizations Register of legal entities established by the institutions of Bosnia and Herzegovina Associations How to establish an association? Required documentation Forms Administrative fee Contact Foundations How to establish a foundation Foundation registration Contact Forms Administrative fee Contact Offices or representative offices of foreign non-governmental organizations Required documentation Forms Administrative fee Contact Legal entities that establish the institutions of Bosnia and Herzegovina Entry in the Register, changes and deletion from the Register Forms Excerpt from the register Publicity of the Register Administrative fees Contact Churches and religious communities Registration Entering changes in the Registry Stop working Forms Administrative fees Contact Entry of amendments and supplements in the Ministry's register Deletion from the Register at the request of associations and foundations Forms Administrative fee Contact Issuance of an Extract from the Register Financial reports of associations registered in accordance with the Associations Act 2018. Financial reports of associations registered in accordance with the Associations Act 2019. Financial reports of associations registered in accordance with the Associations Act 2020 Financial reports of associations registered in accordance with the Associations Act 2021. Financial reports of associations registered in accordance with the Associations Act 2022. Financial reports of associations registered in accordance with the Associations Act 2024. Register of associations and foundations Association register Foundation register Exams Bar exam Exam requirements Registration for the exam How to take the bar exam Decision on the appointment of the Commission for taking the Bar Exam at the level of BiH Exam costs Contact New exam dates Literature Professional administrative exam for higher education Basic information Exam requirements Submitting a request for admission Request form How to take the exam Exam costs Contact New exam dates Manual for taking the professional administrative exam Professional administrative exam program Professional administrative exam for secondary and higher education Basic information Exam requirements Submitting a request for admission Application form for secondary vocational education Application form for a university degree How to take the exam Exam costs Contact New exam dates Manual for taking the professional administrative exam Professional administrative exam program Exemption from taking the professional administrative exam/recognition of the professional administr Administrative fees Contact Public administration reform Administrative inspection Administrative Inspectorate Strategic planning, aid coordination and European integration Sector for Strategic Planning, Aid Coordination and European Integration Competences Organization and contacts Internally Strategic planning Strategy for reform of the justice sector Institutional strategy Aid coordination European integration Public consultations Civil society Legal Aid Sector Free legal aid Laws/Contracts Laws and other regulations Constitution of Bosnia and Herzegovina Ministry laws and other important laws By-laws International treaties and conventions Public consultations Uniform rules for drafting legal regulations in the institutions of BiH Projects/Strategies Revised state strategy for working on war crimes cases Strategy of the Council of Ministers of BiH for creating an enabling environment for the development Justice Sector Reform Strategy Other strategies and projects Institutional strategy Publications/Manuals Publications Professional literature Tenders/Public announcements Info/Access to information News Law on Freedom of Access to Information in Bosnia and Herzegovina Information Access Guide Regulations on the content and manner of maintaining the register of requests for access to informat Duplication costs according to FOIA Reports on actions under the FOIA at the level of BiH institutions Complaints and reports of corrupt behavior in the Ministry of Justice of Bosnia and Herzegovina EU4Justice Questions regarding the application of the law and attitudes Bulletin board Transparency",7100,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,e0f3de98afd1d402206d26549793ceee
https://www.mpr.gov.ba/sr/meni/menu_cmk0ht82s001mk03ufuzhvi6h,Закони/Уговори,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Закони/Уговори,Hrvatski Bosanski Српски English SR Министарство правде Босне и Херцеговине Министарство правде Босне и Херцеговине Hrvatski Bosanski Српски English SR Министарство Области рада Закони/Уговори Пројекти/Стратегије Публикације/Приручници Тендери/Јавни огласи Инфо/Приступ информацијама Почетна | Закони/Уговори Закони/Уговори Закони и други прописи Међународни уговори и конвенције Јавне консултације Јединствена правила за израду правних прописа у институцијама БиХ,464,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,b49af904bf47d14687a1d25ed619dce4
https://www.mpr.gov.ba/sr/meni/menu_cmk0hrq1d001ak03uyqviovsa,Министарство,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Министарство,Hrvatski Bosanski Српски English SR Министарство правде Босне и Херцеговине Министарство правде Босне и Херцеговине Hrvatski Bosanski Српски English SR Министарство Области рада Закони/Уговори Пројекти/Стратегије Публикације/Приручници Тендери/Јавни огласи Инфо/Приступ информацијама Почетна | Министарство Министарство Надлежности Организација и контакти Интерно Програм рада Министарства правде Босне и Херцеговине Извјештај о раду Министарства правде Босне и Херцеговине Годишњи извјештај о извршењу буџета,509,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,14100f20cfb5769f65b5234dc18cd297
https://www.mpr.gov.ba/sr/meni/menu_cmk0hvhe7001yk03ult6lo8pz,Публикације/Приручници,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Публикације/Приручници,Hrvatski Bosanski Српски English SR Министарство правде Босне и Херцеговине Министарство правде Босне и Херцеговине Hrvatski Bosanski Српски English SR Министарство Области рада Закони/Уговори Пројекти/Стратегије Публикације/Приручници Тендери/Јавни огласи Инфо/Приступ информацијама Почетна | Публикације/Приручници Публикације/Приручници Публикације Стручна литература,370,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,ed4ffe28f6d6b0f704b94557a0b523cb
https://www.mpr.gov.ba/sr/meni/menu_cmk0hu0a0001sk03ujyqx5ej8,Пројекти/Стратегије,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Пројекти/Стратегије,Hrvatski Bosanski Српски English SR Министарство правде Босне и Херцеговине Министарство правде Босне и Херцеговине Hrvatski Bosanski Српски English SR Министарство Области рада Закони/Уговори Пројекти/Стратегије Публикације/Приручници Тендери/Јавни огласи Инфо/Приступ информацијама Почетна | Пројекти/Стратегије Пројекти/Стратегије Ревидирана државна стратегија за рад на предметима ратних злочина Стратегија ВМ БиХ за стварање потицајног окружења за развој цивилног друштва 2025. - 2029. Стратегија за реформу сектора правде Остале стратегије и пројекти Институционална стратегија,583,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,dd4e1aa6c4a0371a5b8e4cbff84afc75
https://www.mpr.gov.ba/sr/meni/menu_cmk0hsi9h001gk03ueg0penph,Области рада,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Области рада,"Hrvatski Bosanski Српски English SR Министарство правде Босне и Херцеговине Министарство правде Босне и Херцеговине Hrvatski Bosanski Српски English SR Министарство Области рада Закони/Уговори Пројекти/Стратегије Публикације/Приручници Тендери/Јавни огласи Инфо/Приступ информацијама Почетна | Области рада Области рада Правосуђе Извршење кривичних санкција Међународна правна помоћ и сарадња Управа Управна инспекција Стратешка планирања, координација помоћи и европске интеграције Цивилно друштво Бесплатна правна помоћ",521,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,b84b0be716ad6c66de38259e6adffa69
https://www.mpr.gov.ba/sr/portal/objava/--1777362106833,Министар правде БиХ Давор Буноза одржао састанак с главним тајником Вијећа Еуропе Алаином Берсетом,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Више,"Вијести Министар правде БиХ Давор Буноза одржао састанак с главним тајником Вијећа Еуропе Алаином Берсетом 28.04.2026 Министарство правде Босне и Херцеговине Министар правде Босне и Херцеговине Давор Буноза данас је одржао састанак с главним тајником Вијећа Еуропе Алаином Берсетом, који борави у својој првој службеној посјети Босни и Херцеговини. Разговор је био усмјерен на кључне изазове с којима се Босна и Херцеговина тренутно суочава, с посебним нагласком на изборно законодавство те проведбу пресуда Еуропског суда за људска права из скупине Сејдић – Финци и пресуда Уставног суда Босне и Херцеговине. Суговорници су размијенили стајалишта и о реформским процесима у области правосуђа. Министар Буноза упознао је главног тајника с чињеницом да се Закон о Високом судбеном и тужитељском вијећу Босне и Херцеговине те Закон о измјенама и допунама Закона о Суду Босне и Херцеговине налазе на дневном реду Дома народа Парламентарне скупштине Босне и Херцеговине, што свједочи о конкретним корацима које Босна и Херцеговина подузима на путу реформи. Министар Буноза посебно је нагласио важност континуиране потпоре Вијећа Еуропе у свим реформским процесима, потврдивши како Босна и Херцеговина остаје чврсто посвећена јачању демократских институција и убрзаванју напретка на еуропском путу. Састанак је одржан уочи сутрашњег свечаног представљања Акцијског плана Вијећа Еуропе за Босну и Херцеговину за раздобље 2026.–2029. године – кључног стратешког документа који ће дефинирати оквир будуће сурадње и пружити снажну потпору реформским процесима у надолазећем раздобљу. Министарство правде Босне и Херцеговине изражава задовољство посјетом главног тајника Вијећа Еуропе и очекује наставак успјешне сурадње.",1711,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,82b38674d9b548156a1461c37eaec3db
https://mpr.gov.ba/sr/-89,Организација и контакти,ostalo,html,text/html; charset=utf-8,,https://www.mpr.gov.ba/sr,Министарство правде Босне и Херцеговине,Организација и контакти,"Организација и контакти Тихана Лолић, помоћник министра Адреса: Дубровачка 6, објект Б, В кат, 71000 Сарајево, Босна и Херцеговина Телефон: + 387 33 72 16 62 Фаx: + 387 33 72 16 61 Е-маил: тихана.лолиц@мпр.гов.ба Надлежности израда, координирање и праћење извршења политике, стратегија и планова Министарства, прикупљање података, истраживања и анализа ради давања информација о политици и стратегији Министарства, планирање и израда програма помоћи Еуропске уније и других донатора за потребе Министарства, координирање програма помоћи Еуропске уније и других донатора за сектор правде у БиХ, вођење базе података о дароватељима и дароватељској помоћи за сектор правде у БиХ, координирање провођења стратегија и политика еуропских интеграција из надлежности Министарства, усклађивање правног сустава БиХ са ацqуис-ем, за питања из надлежности Министарства, превођење ацqуис-а, из надлежности Министарства, координирање провођења Јединствених правила за израду правних прописа у институцијама Босне и Херцеговине, координирање провођења Правила за консултације у изради правних прописа. Одсјек за стратешко планирање и координирање помоћи Тони Шантић, шеф одсјека Телефон: + 387 33 72 16 67 Фаx: + 387 33 72 16 61 Е-маил: тони.сантиц@мпр.гов.ба Одсјек за еуропске интеграције мр.сц.иур. Селма Џихановић Гратз, шефица одсјека Телефон: + 387 33 72 16 68 Фаx: + 387 33 72 16 61 Е-маил: селма.дзихановиц@мпр.гов.ба",1410,0,False,text_extracted,False,not_relevant_enough,unknown_review_needed,5fd2decb646ecd4c4e06668c2e9a0ac9
